"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14","Passo 4: [DELETE] Deve cancelar a proposta","api","Tue Feb 24 16:09:46 UTC 2026","passed","Tue Feb 24 16:09:46 UTC 2026","CRUD - Ciclo de Vida da Proposta de Seguro","Fluxo Integrado de Negócio","",""
"","13","Deve validar o cenário: Titular Falecido (CPF: 22222222222)","api","Tue Feb 24 16:09:47 UTC 2026","passed","Tue Feb 24 16:09:47 UTC 2026","Validação em Lote de Estados de CPF (Data-Driven)","tests/api/validacao-cpf-lote.spec.ts","",""
"","68","deve acessar a aplicação frontend","e2e","Tue Feb 24 16:09:45 UTC 2026","skipped","Tue Feb 24 16:09:45 UTC 2026","Jornada do Usuário - Frontend","Testes de UI","",""
"","10","Deve validar o cenário: Fraude Detectada (CPF: 33333333333)","api","Tue Feb 24 16:09:47 UTC 2026","passed","Tue Feb 24 16:09:47 UTC 2026","Validação em Lote de Estados de CPF (Data-Driven)","tests/api/validacao-cpf-lote.spec.ts","",""
"","18","Passo 3: [PATCH] Deve atualizar o status da proposta","api","Tue Feb 24 16:09:46 UTC 2026","passed","Tue Feb 24 16:09:46 UTC 2026","CRUD - Ciclo de Vida da Proposta de Seguro","Fluxo Integrado de Negócio","",""
"","11","Deve validar o cenário: Documento Cancelado (CPF: 44444444444)","api","Tue Feb 24 16:09:47 UTC 2026","passed","Tue Feb 24 16:09:47 UTC 2026","Validação em Lote de Estados de CPF (Data-Driven)","tests/api/validacao-cpf-lote.spec.ts","",""
"","57","deve retornar 404 para CPF não mapeado no WireMock","api","Tue Feb 24 16:09:46 UTC 2026","passed","Tue Feb 24 16:09:46 UTC 2026","Integrações Governamentais","Testes de Contrato com Governo","",""
"","11","Deve validar o cenário: Nome Sujo (Inadimplente) (CPF: 55555555555)","api","Tue Feb 24 16:09:47 UTC 2026","passed","Tue Feb 24 16:09:47 UTC 2026","Validação em Lote de Estados de CPF (Data-Driven)","tests/api/validacao-cpf-lote.spec.ts","",""
"","1835","Deve recuperar dinamicamente de uma quebra de contrato na API usando Azure OpenAI","api","Tue Feb 24 16:09:45 UTC 2026","passed","Tue Feb 24 16:09:47 UTC 2026","Generative QA - Self-Healing de Contratos","tests/api/ai-healing.spec.ts","",""
"","49","Passo 2: [GET] Deve consultar os detalhes da proposta criada","api","Tue Feb 24 16:09:46 UTC 2026","passed","Tue Feb 24 16:09:46 UTC 2026","CRUD - Ciclo de Vida da Proposta de Seguro","Fluxo Integrado de Negócio","",""
"","277","deve retornar contrato esperado para CPF mapeado","api","Tue Feb 24 16:09:45 UTC 2026","passed","Tue Feb 24 16:09:46 UTC 2026","Integrações Governamentais","Testes de Contrato com Governo","",""
"","72","Passo 2: [GET] Deve consultar os detalhes da proposta criada (Contrato Complexo)","api","Mon Feb 23 18:55:51 UTC 2026","passed","Mon Feb 23 18:55:51 UTC 2026","CRUD - Ciclo de Vida da Proposta de Seguro","Fluxo Integrado de Negócio","",""
"","1023","Deve sobreviver a uma instabilidade temporária (Erro 503) e passar na retentativa","api","Tue Feb 24 16:09:46 UTC 2026","passed","Tue Feb 24 16:09:47 UTC 2026","Resiliência e Self-Healing","Testes de Resiliência de Rede","",""
"","12","Deve validar o cenário: Caminho Feliz (CPF: 12345678900)","api","Tue Feb 24 16:09:47 UTC 2026","passed","Tue Feb 24 16:09:47 UTC 2026","Validação em Lote de Estados de CPF (Data-Driven)","tests/api/validacao-cpf-lote.spec.ts","",""
"","13","Exceção: [GET] Deve tratar Erro 500 do servidor gracefully","api","Tue Feb 24 16:09:46 UTC 2026","passed","Tue Feb 24 16:09:46 UTC 2026","CRUD - Ciclo de Vida da Proposta de Seguro","Fluxo Integrado de Negócio","",""
"","33","Passo 1: [POST] Deve criar uma nova proposta de seguro","api","Tue Feb 24 16:09:46 UTC 2026","passed","Tue Feb 24 16:09:46 UTC 2026","CRUD - Ciclo de Vida da Proposta de Seguro","Fluxo Integrado de Negócio","",""
