"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46","Passo 1: [POST] Deve criar uma nova proposta de seguro","api","Wed Mar 11 17:25:26 UTC 2026","passed","Wed Mar 11 17:25:26 UTC 2026","CRUD - Ciclo de Vida da Proposta de Seguro","Fluxo Integrado de Negócio","",""
"","70","deve acessar a aplicação frontend","e2e","Wed Mar 11 17:25:30 UTC 2026","skipped","Wed Mar 11 17:25:30 UTC 2026","Jornada do Usuário - Frontend","Testes de UI","",""
"","22","Deve validar o cenário: Fraude Detectada (CPF: 33333333333)","api","Wed Mar 11 17:25:27 UTC 2026","passed","Wed Mar 11 17:25:27 UTC 2026","Validação em Lote de Estados de CPF (Data-Driven)","tests/api/validacao-cpf-lote.spec.ts","",""
"","22","Exceção: [GET] Deve tratar Erro 500 do servidor gracefully","api","Wed Mar 11 17:25:26 UTC 2026","passed","Wed Mar 11 17:25:26 UTC 2026","CRUD - Ciclo de Vida da Proposta de Seguro","Fluxo Integrado de Negócio","",""
"","1026","Deve sobreviver a uma instabilidade temporária (Erro 503) e passar na retentativa","api","Wed Mar 11 17:25:26 UTC 2026","passed","Wed Mar 11 17:25:27 UTC 2026","Resiliência e Self-Healing","Testes de Resiliência de Rede","",""
"","72","Passo 2: [GET] Deve consultar os detalhes da proposta criada (Contrato Complexo)","api","Mon Feb 23 18:55:51 UTC 2026","passed","Mon Feb 23 18:55:51 UTC 2026","CRUD - Ciclo de Vida da Proposta de Seguro","Fluxo Integrado de Negócio","",""
"","59","Passo 2: [GET] Deve consultar os detalhes da proposta criada","api","Wed Mar 11 17:25:26 UTC 2026","passed","Wed Mar 11 17:25:26 UTC 2026","CRUD - Ciclo de Vida da Proposta de Seguro","Fluxo Integrado de Negócio","",""
"","374","Deve recuperar dinamicamente de uma quebra de contrato na API usando Azure OpenAI","api","Wed Mar 11 17:25:25 UTC 2026","failed","Wed Mar 11 17:25:26 UTC 2026","Generative QA - Self-Healing de Contratos","tests/api/ai-healing.spec.ts","",""
"","22","Deve validar o cenário: Titular Falecido (CPF: 22222222222)","api","Wed Mar 11 17:25:27 UTC 2026","passed","Wed Mar 11 17:25:27 UTC 2026","Validação em Lote de Estados de CPF (Data-Driven)","tests/api/validacao-cpf-lote.spec.ts","",""
"","16","Deve validar o cenário: Nome Sujo (Inadimplente) (CPF: 55555555555)","api","Wed Mar 11 17:25:27 UTC 2026","passed","Wed Mar 11 17:25:27 UTC 2026","Validação em Lote de Estados de CPF (Data-Driven)","tests/api/validacao-cpf-lote.spec.ts","",""
"","50","deve retornar 404 para CPF não mapeado no WireMock","api","Wed Mar 11 17:25:25 UTC 2026","passed","Wed Mar 11 17:25:26 UTC 2026","Integrações Governamentais","Testes de Contrato com Governo","",""
"","27","Passo 3: [PATCH] Deve atualizar o status da proposta","api","Wed Mar 11 17:25:26 UTC 2026","passed","Wed Mar 11 17:25:26 UTC 2026","CRUD - Ciclo de Vida da Proposta de Seguro","Fluxo Integrado de Negócio","",""
"","23","Deve validar o cenário: Caminho Feliz (CPF: 12345678900)","api","Wed Mar 11 17:25:27 UTC 2026","passed","Wed Mar 11 17:25:27 UTC 2026","Validação em Lote de Estados de CPF (Data-Driven)","tests/api/validacao-cpf-lote.spec.ts","",""
"","69","Deve processar o pagamento na 1ª vez e retornar o cache na 2ª tentativa (Duplicidade)","api","Wed Mar 11 17:25:27 UTC 2026","passed","Wed Mar 11 17:25:27 UTC 2026","Padrões de Arquitetura: Idempotência","tests/api/idempotencia.spec.ts","",""
"","16","Passo 4: [DELETE] Deve cancelar a proposta","api","Wed Mar 11 17:25:26 UTC 2026","passed","Wed Mar 11 17:25:26 UTC 2026","CRUD - Ciclo de Vida da Proposta de Seguro","Fluxo Integrado de Negócio","",""
"","268","deve retornar contrato esperado para CPF mapeado","api","Wed Mar 11 17:25:25 UTC 2026","passed","Wed Mar 11 17:25:25 UTC 2026","Integrações Governamentais","Testes de Contrato com Governo","",""
"","18","Deve validar o cenário: Documento Cancelado (CPF: 44444444444)","api","Wed Mar 11 17:25:27 UTC 2026","passed","Wed Mar 11 17:25:27 UTC 2026","Validação em Lote de Estados de CPF (Data-Driven)","tests/api/validacao-cpf-lote.spec.ts","",""
